code,start_date,end_date
sz.300608,2024-01-16,2024-03-06
sz.002342,2021-01-20,2021-03-10
sz.301368,2023-07-04,2023-08-15
sh.600735,2021-05-26,2021-07-08
sz.300928,2024-07-26,2024-09-06
sz.002263,2021-01-18,2021-03-08
sz.300513,2021-01-26,2021-03-16
sh.603629,2022-08-17,2022-09-29
sz.301596,2024-06-03,2024-07-16
sz.301069,2024-10-08,2024-11-19
sz.002919,2022-12-09,2023-01-30
sz.002073,2024-07-10,2024-08-21
sz.300204,2022-03-25,2022-05-13
sz.300058,2022-01-17,2022-03-07
sz.301052,2024-03-21,2024-05-09
sz.300190,2024-01-19,2024-03-11
sh.688588,2021-05-10,2021-06-22
sh.603567,2022-12-09,2023-01-30
sz.000899,2021-01-11,2021-03-01
sh.688222,2021-08-05,2021-09-16
sz.300910,2022-04-15,2022-06-01
sh.603559,2022-03-24,2022-05-12
sz.300205,2024-01-12,2024-03-05
sz.300268,2022-08-30,2022-10-19
sh.688589,2022-08-17,2022-09-29
sz.001201,2024-01-23,2024-03-13
sz.000681,2021-09-08,2021-10-29
sh.600375,2023-02-28,2023-04-12
sh.605266,2022-12-05,2023-01-17
sh.688399,2024-10-08,2024-11-19
sh.605080,2024-04-03,2024-05-22
sh.688171,2022-03-02,2022-04-15
sz.002197,2022-04-07,2022-05-24
sz.300167,2022-04-11,2022-05-26
sz.300321,2022-04-12,2022-05-27
sh.600586,2021-09-09,2021-11-01
sh.600017,2022-03-03,2022-04-18
sh.603737,2022-02-28,2022-04-13
sh.603366,2022-08-19,2022-10-10
sh.688217,2022-04-19,2022-06-06
sz.301251,2024-06-18,2024-07-30
sz.300929,2024-04-02,2024-05-21
sz.300181,2022-03-24,2022-05-12
sz.301006,2024-01-25,2024-03-15
sz.002483,2021-01-22,2021-03-12
sh.603958,2022-04-14,2022-05-31
sz.300617,2024-01-19,2024-03-11
sh.603897,2022-04-11,2022-05-26
sz.002875,2024-11-01,2024-12-13
sh.688426,2024-06-20,2024-08-01
sz.000537,2022-09-08,2022-10-28
sh.688311,2024-08-07,2024-09-20
sz.300077,2023-04-07,2023-05-24
sz.300975,2021-04-26,2021-06-10
sz.301139,2024-03-29,2024-05-17
sz.300605,2022-03-10,2022-04-25
sz.300863,2024-01-16,2024-03-06
sz.300937,2022-01-20,2022-03-10
sh.600859,2022-11-10,2022-12-22
sz.301230,2024-01-23,2024-03-13
sz.301001,2024-01-29,2024-03-19
sz.000619,2024-01-22,2024-03-12
sz.300659,2022-01-26,2022-03-16
sz.002658,2021-10-08,2021-11-19
sh.600495,2021-01-20,2021-03-10
sz.002197,2024-01-24,2024-03-14
sh.688016,2022-07-18,2022-08-29
sz.300245,2022-04-08,2022-05-25
sz.002923,2022-01-11,2022-03-01
sz.002079,2021-01-21,2021-03-11
sz.300561,2022-04-11,2022-05-26
sz.002386,2021-10-21,2021-12-02
sz.301258,2024-08-09,2024-09-24
sz.300476,2024-07-26,2024-09-06
sz.300474,2022-03-24,2022-05-12
sh.603843,2024-01-25,2024-03-15
sh.603332,2024-01-25,2024-03-15
sh.601016,2021-12-27,2022-02-15
sh.600728,2022-04-13,2022-05-30
sh.688443,2024-11-04,2024-12-16
sh.601991,2022-10-27,2022-12-08
sh.603737,2021-08-31,2021-10-21
sh.688595,2022-04-08,2022-05-25
sz.002241,2022-08-18,2022-09-30
sz.002892,2021-12-30,2022-02-18
sh.600302,2023-12-07,2024-01-19
sh.688328,2021-08-26,2021-10-18
sh.688352,2023-12-29,2024-02-20
sz.002366,2021-09-27,2021-11-15
sh.603683,2024-01-23,2024-03-13
sh.600884,2024-06-24,2024-08-05
sz.002132,2024-01-19,2024-03-11
sh.688621,2021-10-08,2021-11-19
sz.002726,2024-01-19,2024-03-11
sh.688100,2021-12-30,2022-02-18
sz.300876,2024-01-18,2024-03-08
sz.300077,2021-12-10,2022-01-24
sh.688308,2024-06-18,2024-07-30
sz.003015,2022-08-24,2022-10-13
sz.002205,2022-07-01,2022-08-12
sz.002787,2023-04-21,2023-06-07
sh.605180,2024-01-26,2024-03-18
sh.600338,2024-01-18,2024-03-08
sh.688252,2024-11-11,2024-12-23
sz.000065,2023-09-28,2023-11-17
sz.301159,2024-03-21,2024-05-09
sz.002527,2023-09-05,2023-10-25
sh.603155,2024-01-17,2024-03-07
sh.688667,2022-02-24,2022-04-11
sh.688216,2022-04-12,2022-05-27
sz.300752,2022-09-20,2022-11-08
sh.688116,2021-02-18,2021-04-01
sh.600740,2021-10-18,2021-11-29
sh.605286,2021-12-02,2022-01-14
sh.600410,2022-04-12,2022-05-27
sh.603307,2024-01-17,2024-03-07
sz.300697,2024-05-28,2024-07-10
sz.300584,2022-04-06,2022-05-23
sh.603966,2021-05-11,2021-06-23
sh.688283,2022-03-17,2022-05-05
sh.600250,2022-03-08,2022-04-21
sh.603097,2022-05-31,2022-07-13
sz.000656,2023-05-18,2023-07-17
sz.000615,2021-10-28,2021-12-09
sz.000428,2022-02-14,2022-03-28
sz.000960,2021-09-16,2021-11-08
sh.688789,2022-01-18,2022-03-08
sh.603116,2024-01-19,2024-03-11
sz.300773,2022-04-08,2022-05-25
sh.688226,2024-01-25,2024-03-15
sz.300999,2021-02-04,2021-03-25
sh.605588,2023-10-12,2023-11-23
sh.605299,2022-04-11,2022-05-26
sz.002853,2024-03-29,2024-05-17
sh.600802,2024-01-22,2024-03-12
sz.301338,2023-10-10,2023-11-21
sh.688148,2024-04-02,2024-05-21
sh.603159,2024-01-25,2024-03-15
sh.600497,2021-01-25,2021-03-15
sz.300240,2024-01-29,2024-03-19
sh.600630,2021-07-13,2021-08-24
sz.002634,2024-01-22,2024-03-12
sz.300769,2023-04-13,2023-05-30
sz.002778,2022-04-12,2022-05-27
sh.600376,2024-05-31,2024-07-15
sh.603882,2021-08-09,2021-09-22
sh.688389,2022-04-14,2022-05-31
sh.688601,2024-03-20,2024-05-08
sz.300381,2022-04-12,2022-05-27
sz.300368,2024-01-25,2024-03-15
sh.600111,2022-01-14,2022-03-04
sz.300619,2021-12-06,2022-01-18
sz.001314,2024-01-15,2024-03-05
sz.301552,2024-10-08,2024-11-19
sh.600330,2022-04-06,2022-05-23
sh.600721,2024-01-26,2024-03-18
sh.688051,2021-04-19,2021-06-03
sz.002347,2024-01-19,2024-03-11
sz.300763,2021-08-27,2021-10-19
sz.301266,2022-09-02,2022-10-24
sz.002951,2022-01-14,2022-03-04
sh.601069,2022-04-08,2022-05-25
sz.300115,2022-08-19,2022-10-10
sz.300743,2022-09-15,2022-11-03
sz.000888,2024-01-22,2024-03-12
sz.002251,2024-01-29,2024-03-19
sh.600706,2021-04-22,2021-06-08
sh.688152,2024-03-25,2024-05-13
sz.002022,2024-01-25,2024-03-15
sh.603882,2024-03-27,2024-05-15
sz.300517,2024-04-09,2024-05-24
sz.300328,2024-01-17,2024-03-07
sh.688707,2024-04-09,2024-05-24
sz.300865,2024-04-08,2024-05-23
sz.301101,2024-09-02,2024-10-23
sz.300648,2024-01-25,2024-03-15
sz.002173,2022-04-14,2022-05-31
sz.300752,2022-03-28,2022-05-16
sz.301123,2022-03-02,2022-04-15
sh.600192,2021-01-25,2021-03-15
sh.605136,2024-04-08,2024-05-23
sz.300190,2024-04-02,2024-05-21
sz.301101,2022-03-10,2022-04-25
sz.002605,2023-12-18,2024-01-30
sh.600536,2023-12-28,2024-02-19
sz.300908,2022-01-12,2022-03-02
sz.300234,2021-04-12,2021-05-27
sh.688368,2024-01-15,2024-03-05
sh.688059,2024-05-17,2024-07-01
sz.002320,2022-04-13,2022-05-30
sz.301155,2024-06-11,2024-07-23
sz.002565,2023-05-25,2023-07-10
sh.688609,2023-07-07,2023-08-18
sh.601216,2022-04-19,2022-06-06
sz.301117,2024-04-01,2024-05-20
sh.688008,2023-04-20,2023-06-06
sh.600753,2024-06-28,2024-08-09
sz.300628,2023-03-29,2023-05-16
sz.300967,2024-01-23,2024-03-13
sh.601898,2022-10-11,2022-11-22
sh.688630,2024-01-17,2024-03-07
sh.600624,2024-11-01,2024-12-13
sz.002104,2022-04-13,2022-05-30
sz.002394,2024-01-19,2024-03-11
sz.300831,2021-04-29,2021-06-16
sz.002029,2022-04-22,2022-06-09
sh.605133,2023-11-22,2024-01-04
sh.688356,2024-01-15,2024-03-05
sh.600239,2024-05-22,2024-07-04
sh.600782,2021-09-16,2021-11-08
sz.002631,2021-01-18,2021-03-08
sz.002109,2024-01-25,2024-03-15
sh.688408,2022-03-30,2022-05-18
sz.300637,2024-01-19,2024-03-11
sz.001358,2024-05-31,2024-07-15
sz.001268,2024-01-24,2024-03-14
sz.002466,2022-07-05,2022-08-16
sh.688166,2022-04-11,2022-05-26
sz.301121,2022-08-25,2022-10-14
sh.601699,2021-10-26,2021-12-07
sh.600319,2021-01-14,2021-03-04
sz.002679,2022-04-14,2022-05-31
sh.688408,2022-11-11,2022-12-23
sh.603536,2021-07-16,2021-08-27
sh.600300,2022-04-20,2022-06-07
sz.300096,2021-06-10,2021-07-23
sz.300123,2021-08-06,2021-09-17
sh.600889,2022-04-22,2022-06-09
sh.603070,2024-01-17,2024-03-07
sz.002741,2021-08-26,2021-10-18
sz.003038,2022-11-04,2022-12-16
sz.300322,2024-01-26,2024-03-18
sh.601188,2024-07-30,2024-09-10
sh.603718,2022-04-14,2022-05-31
sz.300056,2024-08-08,2024-09-23
sh.603477,2022-09-01,2022-10-21
sz.300686,2024-07-12,2024-08-23
sh.600498,2023-04-24,2023-06-08
sh.688390,2021-03-03,2021-04-15
sz.300302,2023-08-07,2023-09-18
sz.002480,2022-04-18,2022-06-02
sh.688686,2022-04-12,2022-05-27
sz.000856,2022-02-15,2022-03-29
sh.688662,2023-08-11,2023-09-22
sz.300956,2024-03-29,2024-05-17
sz.300324,2021-01-25,2021-03-15
sz.002119,2024-01-23,2024-03-13
sz.300739,2024-01-19,2024-03-11
sz.002486,2024-05-29,2024-07-11
sz.002290,2023-08-02,2023-09-13
sz.002667,2024-01-24,2024-03-14
sz.002193,2022-10-20,2022-12-01
sz.000757,2022-04-13,2022-05-30
sh.600884,2024-06-26,2024-08-07
sz.301152,2024-01-10,2024-02-29
sh.603657,2024-04-22,2024-06-06
sz.300835,2021-09-14,2021-11-04
sh.600861,2021-01-13,2021-03-03
sh.688070,2024-08-02,2024-09-13
sz.002157,2024-06-13,2024-07-25
sh.600405,2022-08-25,2022-10-14
sz.002939,2022-04-13,2022-05-30
sh.600379,2021-12-27,2022-02-15
sz.300461,2021-09-15,2021-11-05
sh.600243,2024-01-25,2024-03-15
sz.002096,2022-07-27,2022-09-07
sz.002157,2022-10-13,2022-11-24
sh.603817,2021-04-14,2021-05-31
sz.300811,2021-08-31,2021-10-21
sh.600551,2023-05-09,2023-06-20
sz.002320,2021-10-08,2021-11-19
sz.301365,2024-05-23,2024-07-05
sh.600520,2023-12-05,2024-01-17
sh.600307,2022-04-12,2022-05-27
sh.600721,2022-04-12,2022-05-30
sz.002401,2023-02-02,2023-03-16
sh.603108,2022-05-09,2022-06-21
sh.603039,2022-02-28,2022-04-13
sz.300244,2024-08-14,2024-09-27
sz.300613,2021-04-07,2021-05-24
sh.688311,2023-07-04,2023-08-15
sz.003005,2024-01-08,2024-02-27
sh.601360,2023-06-19,2023-08-02
sh.601233,2022-03-01,2022-04-14
sh.688686,2022-04-13,2022-05-30
sz.000833,2021-09-14,2021-11-04
sz.300185,2021-09-22,2021-11-10
sz.002651,2022-08-11,2022-09-23
sz.300017,2022-04-14,2022-05-31
sh.603238,2022-03-01,2022-04-14
sz.002617,2021-06-22,2021-08-03
sz.301349,2023-03-01,2023-04-13
sz.002289,2022-12-06,2023-01-18
sz.300230,2024-01-22,2024-03-12
sz.301018,2023-07-17,2023-08-28
sz.300065,2021-04-20,2021-06-04
sh.603626,2024-01-22,2024-03-12
sz.300711,2021-01-14,2021-03-04
sz.300664,2022-04-12,2022-05-27
sh.605178,2023-06-08,2023-07-24
sh.605196,2022-04-14,2022-05-31
sh.605300,2021-07-14,2021-08-25
sz.002265,2022-09-14,2022-11-03
sh.688330,2022-08-12,2022-09-26
sh.600589,2024-04-29,2024-06-17
sh.603220,2021-01-18,2021-03-08
sz.301082,2024-01-16,2024-03-06
sh.600176,2021-02-19,2021-04-02
sh.601518,2024-01-26,2024-03-18
sz.301097,2022-04-12,2022-05-27
sz.301358,2024-06-21,2024-08-02
sh.603915,2022-08-11,2022-09-23
sz.301232,2024-01-24,2024-03-14
sz.300589,2021-01-12,2021-03-02
sh.600335,2022-03-23,2022-05-11
sz.002110,2021-09-24,2021-11-12
sz.300056,2024-05-21,2024-07-03
sz.000153,2024-01-22,2024-03-12
sh.688179,2021-02-22,2021-04-06
sz.300592,2021-07-12,2021-08-23
sz.300467,2022-04-12,2022-05-27
sz.301213,2024-03-29,2024-05-17
sz.000793,2024-05-14,2024-06-26
sh.600975,2022-04-06,2022-06-06
sh.600822,2024-01-29,2024-03-19
sz.000815,2021-09-02,2021-10-25
sz.300390,2022-02-24,2022-04-11
sz.300969,2024-06-24,2024-08-05
sz.300970,2022-04-14,2022-05-31
sz.301368,2024-01-17,2024-03-07
sh.603988,2024-05-23,2024-07-05
sh.688518,2022-11-15,2022-12-27
sh.600480,2021-05-27,2021-07-09
sz.002086,2022-03-30,2022-05-18
sh.603089,2024-01-18,2024-03-08
sz.300716,2023-04-13,2023-05-30
sz.300687,2022-03-29,2022-05-17
sz.300565,2022-12-09,2023-01-30
sh.600538,2021-11-18,2021-12-30
sz.300079,2022-01-18,2022-03-08
sz.300300,2024-05-20,2024-07-02
sz.300700,2024-01-25,2024-03-15
sh.600383,2024-11-07,2024-12-19
sz.000755,2022-08-01,2022-09-13
sz.002366,2022-03-21,2022-05-10
sh.600156,2022-03-28,2022-05-16
sh.603261,2024-03-29,2024-05-17
sz.300334,2021-09-14,2021-11-04
sz.301269,2022-08-17,2022-09-29
sz.301117,2024-06-20,2024-08-01
sz.002989,2021-03-03,2021-04-15
sh.603122,2022-03-21,2022-05-09
sh.688158,2021-10-26,2021-12-07
sz.300406,2022-04-14,2022-05-31
sh.600927,2022-01-14,2022-03-04
sz.300180,2022-04-20,2022-06-07
sz.000504,2022-04-11,2022-05-26
sh.600495,2022-04-20,2022-06-07
sh.688025,2021-12-30,2022-02-18
sz.002575,2024-01-23,2024-03-13
sh.600285,2022-01-11,2022-03-01
sh.603131,2021-01-06,2021-02-24
sz.002196,2024-08-02,2024-09-13
sz.300338,2022-04-06,2022-05-24
sh.688728,2022-01-12,2022-03-02
sz.002265,2023-07-13,2023-08-24
sz.301039,2022-04-20,2022-06-07
sh.603663,2021-03-18,2021-04-30
sz.002708,2024-01-18,2024-03-08
sh.601567,2021-09-30,2021-11-18
sz.300988,2022-08-24,2022-10-13
sz.300677,2021-03-15,2021-04-27
sh.603903,2024-07-01,2024-08-12
sz.300587,2022-04-11,2022-05-26
sz.002859,2024-06-19,2024-07-31
sh.688323,2024-08-30,2024-10-22
sz.301009,2021-08-16,2021-09-29
sh.688598,2024-01-16,2024-03-06
sz.002889,2024-01-25,2024-03-15
sh.688123,2024-07-11,2024-08-22
sh.601515,2021-01-25,2021-03-15
sz.300553,2024-03-22,2024-05-10
sh.688509,2024-01-24,2024-03-14
sz.301326,2023-04-20,2023-06-06
sz.301185,2023-10-18,2023-11-29
sh.688577,2023-12-29,2024-02-20
sh.688195,2021-12-06,2022-01-18
sz.002567,2024-06-07,2024-07-22
sh.688560,2024-01-24,2024-03-14
sh.688311,2024-03-13,2024-04-26
sh.600569,2021-09-23,2021-11-11
sz.002706,2021-08-10,2021-09-23
sz.301065,2021-11-30,2022-01-12
sz.301236,2023-04-17,2023-06-01
sh.601139,2021-09-17,2021-11-09
sz.000928,2021-07-26,2021-09-06
sz.000301,2022-02-25,2022-04-12
sh.688222,2023-04-13,2023-05-30
sh.603377,2022-04-13,2022-05-30
sh.600727,2022-04-19,2022-06-06
sh.600825,2022-04-20,2022-06-07
sz.300192,2022-12-15,2023-02-03
sz.300715,2024-05-22,2024-07-04
sz.300795,2021-09-09,2021-11-01
sz.301396,2024-01-18,2024-03-08
sz.301068,2024-01-26,2024-03-18
sz.002366,2023-05-25,2023-07-10
sz.002670,2024-05-13,2024-06-25
sh.600327,2024-01-19,2024-03-11
sh.688041,2023-08-08,2023-09-19
sh.688567,2021-05-31,2021-07-13
sz.300082,2023-04-18,2023-06-02
sz.300358,2022-02-23,2022-04-08
sz.002283,2022-03-02,2022-04-15
sz.301068,2023-06-07,2023-07-21
sz.002717,2024-03-29,2024-05-17
sh.603615,2024-04-10,2024-05-27
sz.002823,2024-01-19,2024-03-11
sz.003018,2024-06-21,2024-08-02
sh.688030,2023-04-17,2023-06-01
sz.002650,2024-04-24,2024-06-12
sh.603615,2024-06-11,2024-07-23
sh.600765,2023-09-27,2023-11-16
sz.300868,2021-04-21,2021-06-07
sz.000898,2021-09-23,2021-11-11
sh.603787,2021-01-21,2021-03-11
sz.300014,2022-04-13,2022-05-30
sh.603719,2023-12-05,2024-01-17
sz.300555,2022-03-02,2022-04-15
sz.300091,2024-04-11,2024-05-28
sz.003006,2022-01-14,2022-03-04
sz.300464,2021-06-10,2021-07-23
sz.002747,2022-04-07,2022-05-24
sz.300226,2024-04-01,2024-05-20
sz.002534,2024-01-19,2024-03-11
sh.603189,2024-03-20,2024-05-08
sz.301080,2022-10-14,2022-11-25
sh.688202,2024-04-08,2024-05-23
sz.301518,2024-01-25,2024-03-15
sz.300711,2024-01-23,2024-03-13
sz.301071,2021-12-31,2022-02-21
sz.000856,2021-03-31,2021-05-18
sz.300189,2024-08-09,2024-09-24
sz.000766,2024-01-18,2024-03-08
sz.300910,2021-07-02,2021-08-13
sz.301236,2023-04-20,2023-06-06
sz.002205,2022-09-05,2022-10-25
sz.002528,2022-10-21,2022-12-02
sh.600985,2021-10-25,2021-12-06
sh.600137,2022-04-14,2022-05-31
sh.600620,2024-03-20,2024-05-08
sz.300584,2022-12-12,2023-01-31
sz.300672,2022-04-15,2022-06-01
sh.600990,2024-04-01,2024-05-20
sh.603216,2022-04-14,2022-05-31
sz.002410,2024-11-13,2024-12-25
sh.603566,2024-05-22,2024-07-04
sh.600165,2022-04-11,2022-05-26
sz.002241,2021-01-21,2021-03-11
sh.600765,2022-03-25,2022-05-13
sh.603398,2022-08-15,2022-09-27
sz.002167,2021-09-24,2021-11-12
sz.300459,2023-05-05,2023-06-16
sh.605116,2021-01-21,2021-03-11
sz.300033,2021-04-26,2021-06-10
sz.300663,2023-04-07,2023-05-24
sh.688521,2021-02-24,2021-04-08
sz.000610,2024-01-19,2024-03-11
sh.603061,2023-04-25,2023-06-09
sz.002650,2021-07-20,2021-09-01
sz.300335,2022-09-07,2022-10-27
sz.301235,2023-08-10,2023-09-21
sz.002602,2023-06-20,2023-08-03
sh.600619,2024-11-08,2024-12-20
sz.000856,2022-02-14,2022-03-28
sz.000560,2024-08-06,2024-09-19
sh.688011,2021-10-19,2021-11-30
sz.000703,2024-07-16,2024-08-27
sz.300125,2024-04-25,2024-06-13
sz.002708,2024-03-27,2024-05-15
sz.002984,2022-09-14,2022-11-02
sz.002229,2024-06-18,2024-07-30
sz.300042,2022-04-18,2022-06-02
sz.002481,2022-04-20,2022-06-07
sh.605117,2024-01-15,2024-03-05
sh.600156,2024-03-29,2024-05-17
sh.688099,2023-09-04,2023-10-24
sh.605298,2024-01-25,2024-03-15
sh.688063,2024-05-14,2024-06-26
sz.301111,2022-12-12,2023-01-31
sz.300081,2021-11-19,2021-12-31
sh.603020,2022-04-14,2022-05-31
sz.002140,2022-04-14,2022-05-31
sz.300591,2021-12-23,2022-02-11
sz.300097,2024-03-25,2024-05-13
sh.603061,2023-07-28,2023-09-08
sh.688012,2024-01-19,2024-03-11
sz.300569,2022-04-15,2022-06-01
sh.603061,2024-04-09,2024-05-24
sh.603477,2022-09-08,2022-10-28
sz.000655,2022-01-13,2022-03-03
sz.300465,2023-04-27,2023-06-13
sh.605222,2021-11-22,2022-01-04
sz.300074,2022-03-30,2022-05-18
sh.600201,2022-04-08,2022-05-25
sz.002438,2022-09-14,2022-11-02
sh.603569,2022-09-14,2022-11-02
sz.300082,2021-11-01,2021-12-13
sz.002838,2022-08-18,2022-09-30
sh.600834,2024-01-30,2024-03-20
sz.301033,2024-01-22,2024-03-12
sh.688255,2022-04-13,2022-05-30
sz.002146,2022-09-09,2022-10-31
sh.600681,2021-09-28,2021-11-16
sz.002172,2022-01-14,2022-03-04
sz.301257,2022-11-16,2022-12-28
sh.600326,2023-04-24,2023-06-08
sz.300902,2022-02-18,2022-04-01
sh.688095,2023-07-26,2023-09-06
sz.002431,2022-05-24,2022-07-06
sz.300726,2021-02-25,2021-04-09
sh.688772,2022-04-12,2022-05-27
sz.002177,2022-04-28,2022-06-16
sz.300098,2021-01-25,2021-03-15
sz.300605,2024-01-24,2024-03-14
sh.600885,2021-02-23,2021-04-07
sz.300774,2024-03-29,2024-05-17
sz.002470,2022-04-22,2022-06-09
sh.688258,2023-08-14,2023-09-25
sh.600785,2021-09-09,2021-11-01
sh.600456,2021-08-31,2021-10-21
sh.603697,2024-01-25,2024-03-15
sh.603089,2022-04-14,2022-05-31
sz.000722,2022-09-13,2022-11-01
sh.605136,2024-01-23,2024-03-13
sz.000788,2022-05-13,2022-06-27
sz.000151,2022-09-05,2022-10-25
sz.002516,2022-08-19,2022-10-10
sh.603595,2021-04-23,2021-06-09
sh.688787,2023-04-17,2023-06-01
sh.688056,2024-01-09,2024-02-28
sh.688533,2022-03-21,2022-05-09
sz.002395,2022-04-11,2022-05-26
sz.300828,2021-09-23,2021-11-11
sh.605162,2021-08-17,2021-09-30
sz.300778,2023-03-13,2023-04-25
sh.600622,2024-05-22,2024-07-04
sh.688799,2022-04-11,2022-05-26
sz.002274,2021-10-21,2021-12-02
sz.000722,2022-05-11,2022-06-23
sh.603569,2022-04-14,2022-05-31
sh.688665,2024-01-17,2024-03-07
sh.600331,2024-11-08,2024-12-23
sz.300804,2024-01-30,2024-03-20
sz.300348,2022-01-17,2022-03-07
sz.300159,2021-08-18,2021-10-08
sz.000977,2023-06-28,2023-08-09
sh.603289,2022-12-02,2023-01-16
sz.002923,2024-01-09,2024-02-28
sz.301306,2024-07-31,2024-09-11
sz.301131,2024-01-22,2024-03-12
sh.688526,2022-04-18,2022-06-02
sz.300427,2024-01-19,2024-03-11
sz.002418,2024-05-24,2024-07-08
sh.688333,2024-01-02,2024-02-21
sz.300680,2023-03-01,2023-04-13
sz.001287,2023-10-09,2023-11-20
sz.300579,2023-04-18,2023-06-02
sz.300771,2021-04-28,2021-06-15
sz.002349,2022-04-12,2022-05-27
sh.688311,2024-03-20,2024-05-08
sh.603685,2024-01-26,2024-03-18
sh.688113,2024-01-18,2024-03-08
sh.601100,2022-02-21,2022-04-06
sh.601168,2022-04-13,2022-05-30
sz.300389,2024-01-16,2024-03-06
sh.601798,2024-05-22,2024-07-04
sh.600298,2021-07-15,2021-08-26
sh.603030,2024-01-26,2024-03-18
sh.688733,2024-01-22,2024-03-12
sz.300287,2023-04-11,2023-05-26
sz.300566,2021-09-06,2021-10-27
sz.300844,2024-01-24,2024-03-14
sz.301048,2022-03-01,2022-04-14
sz.001217,2022-08-16,2022-09-28
sz.300085,2024-04-01,2024-05-20
sz.300987,2022-01-12,2022-03-02
sh.600423,2024-01-24,2024-03-14
sz.300050,2024-03-28,2024-05-16
sz.300658,2021-01-25,2021-03-15
sz.002192,2021-09-16,2021-11-08
sh.600610,2024-01-30,2024-03-20
sz.300620,2022-03-31,2022-05-19
sh.600395,2022-10-18,2022-11-29
sh.600192,2022-03-23,2022-05-11
sz.300832,2021-03-01,2021-04-13
sz.000656,2023-07-31,2023-09-11
sh.603186,2024-11-13,2024-12-25
sz.002402,2024-01-16,2024-03-06
sh.605088,2022-08-19,2022-10-10
sh.605337,2021-02-23,2021-04-07
sz.002354,2022-04-08,2022-05-25
sh.688687,2023-07-07,2023-08-18
sh.688360,2022-01-14,2022-03-04
sz.300548,2023-04-12,2023-05-29
