code,start_date,end_date
sh.688669,2021-12-08,2022-01-20
sz.300403,2021-09-13,2021-11-03
sz.300919,2022-04-11,2022-05-26
sz.002385,2022-04-14,2022-05-31
sh.688408,2022-02-07,2022-03-21
sh.603859,2024-07-02,2024-08-13
sh.603477,2022-04-13,2022-05-30
sz.300437,2021-01-25,2021-03-15
sh.688037,2023-08-14,2023-09-25
sz.300077,2022-04-07,2022-05-24
sh.600248,2023-05-10,2023-06-21
sh.600848,2021-07-14,2021-08-25
sz.002536,2024-01-23,2024-03-13
sz.002719,2022-06-21,2022-08-02
sz.003008,2024-01-19,2024-03-11
sz.001266,2022-03-23,2022-05-11
sz.301308,2024-07-11,2024-08-22
sz.300687,2022-03-28,2022-05-16
sh.601600,2021-09-14,2021-11-04
sh.600372,2021-01-13,2021-03-03
sh.600320,2021-09-23,2021-11-11
sh.688111,2021-07-12,2021-08-23
sz.300881,2021-04-15,2021-06-01
sz.002986,2024-07-01,2024-08-12
sz.002645,2024-05-24,2024-07-08
sz.301246,2024-04-09,2024-05-24
sz.002125,2022-04-11,2022-05-26
sh.688508,2024-03-21,2024-05-09
sz.002970,2021-04-12,2021-05-27
sh.603818,2022-03-02,2022-04-15
sh.603032,2021-01-27,2021-03-17
sz.000010,2024-01-25,2024-03-15
sh.600063,2021-09-10,2021-11-02
sh.603825,2022-11-15,2022-12-27
sz.300323,2022-04-12,2022-05-27
sh.601311,2022-09-02,2022-10-24
sz.002140,2022-01-18,2022-03-08
sz.300428,2022-08-18,2022-09-30
sz.301396,2023-04-20,2023-06-06
sz.300400,2024-11-11,2024-12-23
sz.300334,2021-09-17,2021-11-09
sz.300021,2024-01-22,2024-03-12
sz.002265,2022-01-11,2022-03-01
sz.300096,2021-06-17,2021-07-29
sh.688720,2024-01-26,2024-03-18
sz.301102,2024-04-01,2024-05-20
sh.605303,2024-01-31,2024-03-21
sh.600552,2024-01-22,2024-03-12
sh.600259,2021-09-17,2021-11-09
sz.000608,2024-05-24,2024-07-08
sh.688047,2024-10-18,2024-11-29
sh.600026,2021-10-20,2021-12-01
sh.688448,2023-11-14,2023-12-26
sh.600538,2021-11-11,2021-12-23
sh.688152,2024-06-28,2024-08-09
sh.688226,2024-01-19,2024-03-11
sz.301231,2024-01-19,2024-03-11
sz.300167,2024-04-11,2024-05-29
sz.300976,2022-04-19,2022-06-06
sz.000948,2022-04-13,2022-05-30
sz.300093,2021-05-28,2021-07-12
sz.000839,2021-01-21,2021-03-11
sz.300207,2021-02-25,2021-04-09
sh.688575,2022-01-13,2022-03-03
sz.301051,2022-04-18,2022-06-02
sh.688333,2022-03-24,2022-05-12
sh.603755,2021-02-02,2021-03-23
sz.002849,2024-01-16,2024-03-06
sh.688627,2024-01-15,2024-03-05
sz.002702,2021-07-14,2021-08-25
sh.603520,2022-07-05,2022-08-16
sh.688025,2024-03-20,2024-05-08
sh.688322,2023-04-13,2023-05-30
sz.002817,2022-11-17,2022-12-29
sz.002915,2024-08-30,2024-10-22
sz.300112,2022-03-01,2022-04-14
sh.688230,2023-04-19,2023-06-05
sz.301213,2023-04-11,2023-05-26
sz.002731,2022-11-08,2022-12-20
sh.688071,2024-01-19,2024-03-11
sz.300352,2022-04-15,2022-06-01
sz.002681,2021-07-13,2021-08-24
sh.600315,2024-08-08,2024-09-23
sz.301065,2024-01-16,2024-03-06
sz.300603,2023-04-13,2023-05-30
sh.600151,2021-03-17,2021-04-29
sh.600722,2022-04-13,2022-05-30
sh.688105,2022-04-12,2022-05-27
sz.002576,2022-04-13,2022-05-30
sh.600222,2022-12-08,2023-01-20
sh.600237,2024-01-24,2024-03-14
sh.603095,2024-01-24,2024-03-14
sz.002725,2021-12-22,2022-02-10
sh.603123,2024-01-19,2024-03-11
sz.300136,2021-07-14,2021-08-25
sz.300413,2023-08-07,2023-09-18
sh.600639,2021-07-14,2021-08-25
sz.301319,2023-04-21,2023-06-07
sz.000002,2024-04-09,2024-05-24
sz.301168,2023-08-09,2023-09-20
sh.603976,2021-02-01,2021-03-22
sz.002663,2022-05-13,2022-06-27
sh.605007,2021-04-26,2021-06-10
sz.300164,2021-10-08,2021-11-19
sz.003030,2021-07-12,2021-08-23
sh.688348,2023-03-14,2023-04-26
sz.300289,2024-01-19,2024-03-11
sh.600881,2024-05-21,2024-07-03
sz.300772,2022-04-07,2022-05-24
sz.300320,2022-08-22,2022-10-11
sz.002709,2023-07-05,2023-08-16
sz.000025,2022-04-11,2022-05-26
sh.688115,2024-01-16,2024-03-06
sh.600330,2022-03-01,2022-04-14
sz.300906,2024-01-23,2024-03-13
sh.688562,2024-01-02,2024-02-21
sh.603929,2023-11-13,2023-12-25
sh.605300,2021-07-16,2021-08-27
sz.002642,2023-10-13,2023-11-24
sh.688167,2024-11-12,2024-12-24
sz.002192,2022-03-25,2022-05-13
sz.300811,2021-01-18,2021-03-08
sh.688247,2022-12-13,2023-02-01
sz.002624,2021-12-30,2022-02-18
sz.003040,2022-04-13,2022-05-30
sh.603615,2024-04-02,2024-05-21
sz.300895,2021-09-10,2021-11-02
sz.300681,2021-11-30,2022-01-12
sh.603028,2022-09-20,2022-11-08
sz.002453,2024-03-13,2024-04-26
sh.600602,2024-11-13,2024-12-25
sz.001309,2023-12-26,2024-02-07
sz.300320,2024-11-12,2024-12-24
sz.001914,2022-02-11,2022-03-25
sz.002655,2024-01-25,2024-03-15
sz.002189,2024-01-23,2024-03-13
sz.002836,2024-01-30,2024-03-20
sh.600782,2021-09-13,2021-11-03
sz.300817,2024-01-25,2024-03-15
sz.002945,2021-10-12,2021-11-23
sz.300588,2023-04-11,2023-05-26
sz.301299,2024-01-25,2024-03-15
sh.688506,2023-02-24,2023-04-10
sz.300822,2024-03-28,2024-05-16
sz.301131,2024-01-23,2024-03-13
sh.603389,2024-01-26,2024-03-18
sz.002824,2022-04-08,2022-05-25
sz.002605,2022-04-11,2022-05-26
sz.000608,2024-11-11,2024-12-23
sh.600189,2021-02-03,2021-03-24
sh.603316,2024-01-22,2024-03-12
sz.300858,2021-09-03,2021-10-26
sz.001203,2022-04-18,2022-06-02
sh.688626,2023-07-27,2023-09-07
sz.300663,2022-04-08,2022-05-25
sz.301510,2023-11-23,2024-01-05
sz.002773,2023-07-17,2023-08-28
sz.002632,2024-01-26,2024-03-18
sz.300752,2024-05-22,2024-07-04
sz.300342,2021-04-23,2021-06-09
sh.688409,2024-06-19,2024-07-31
sz.002828,2023-10-09,2023-11-20
sz.000802,2021-10-14,2021-11-25
sz.002729,2024-04-03,2024-05-22
sz.002449,2021-01-22,2021-03-12
sz.002470,2021-10-12,2021-11-23
sh.603396,2022-01-07,2022-02-25
sz.300275,2023-04-07,2023-05-24
sz.002315,2023-08-30,2023-10-19
sz.003025,2024-03-29,2024-05-17
sz.300182,2022-04-01,2022-05-20
sh.603928,2024-03-29,2024-05-17
sh.603717,2024-05-23,2024-07-05
sz.000908,2024-09-18,2024-11-06
sh.603706,2021-10-08,2021-11-19
sz.002058,2024-04-08,2024-05-23
sh.600272,2022-09-15,2022-11-03
sz.002959,2021-04-23,2021-06-09
sh.688299,2024-01-16,2024-03-06
sz.301515,2023-08-15,2023-09-26
sh.605389,2022-08-22,2022-10-11
sz.002401,2022-04-12,2022-05-27
sz.300554,2022-08-15,2022-09-27
sz.002686,2024-01-23,2024-03-13
sz.300153,2024-01-29,2024-03-19
sz.000420,2022-03-24,2022-06-07
sz.002583,2024-04-01,2024-05-20
sh.605189,2024-01-26,2024-03-18
sh.601566,2021-01-21,2021-03-11
sh.605289,2024-01-26,2024-03-18
sz.301337,2024-06-20,2024-08-01
sz.002271,2022-03-01,2022-04-14
sh.688106,2022-09-21,2022-11-09
sh.605080,2024-04-08,2024-05-23
sh.688148,2024-10-08,2024-11-19
sh.688158,2022-03-04,2022-04-19
sz.000158,2024-01-17,2024-03-07
sh.600318,2022-04-06,2022-05-23
sz.002580,2022-12-02,2023-01-16
sh.600223,2021-07-14,2021-08-25
sh.688037,2024-06-20,2024-08-01
sz.000559,2021-09-13,2021-11-03
sz.002033,2022-04-20,2022-06-07
sh.688051,2022-04-19,2022-06-06
sz.002346,2024-01-22,2024-03-12
sz.300731,2022-01-17,2022-03-07
sz.002295,2022-04-12,2022-05-27
sz.300010,2021-07-20,2021-08-31
sz.300039,2022-12-15,2023-02-03
sh.603096,2022-01-17,2022-03-07
sh.601100,2022-04-12,2022-05-27
sz.300647,2021-01-20,2021-03-10
sz.300694,2024-01-15,2024-03-05
sz.300873,2021-02-26,2021-04-12
sh.688283,2024-06-24,2024-08-05
sz.300437,2021-01-19,2021-03-09
sh.600791,2021-01-26,2021-03-16
sz.300276,2021-01-21,2021-03-11
sh.688662,2022-01-20,2022-03-10
sh.688238,2022-09-02,2022-10-24
sz.300481,2024-01-23,2024-03-13
sz.000503,2024-03-28,2024-05-16
sz.002933,2021-01-21,2021-03-11
sh.600219,2021-02-23,2021-04-07
sz.300594,2024-05-31,2024-07-15
sz.002374,2022-04-06,2022-05-23
sh.600768,2024-01-09,2024-02-28
sz.000995,2024-01-23,2024-03-13
sz.002810,2022-06-14,2022-07-26
sz.000720,2021-12-23,2022-02-11
sz.300301,2023-10-18,2023-11-29
sz.301201,2024-01-22,2024-03-12
sz.002112,2022-04-12,2022-05-27
sh.688611,2024-01-29,2024-03-19
sh.603799,2022-04-01,2022-05-20
sz.300975,2022-08-19,2022-10-10
sz.000608,2021-08-23,2021-10-13
sh.603281,2024-01-19,2024-03-11
sz.000096,2022-03-03,2022-04-18
sz.301306,2024-01-18,2024-03-08
sh.603058,2022-04-19,2022-06-06
sz.300020,2024-01-18,2024-03-08
sz.002962,2022-12-14,2023-02-02
sz.300552,2022-08-10,2022-09-22
sh.688321,2022-04-19,2022-06-06
sh.603917,2022-08-12,2022-09-26
sz.002151,2022-04-13,2022-05-30
sz.002218,2024-05-23,2024-07-05
sz.000062,2022-04-11,2022-05-26
sz.300678,2023-09-01,2023-10-23
sz.300242,2024-05-09,2024-06-21
sz.001376,2024-01-08,2024-02-27
sz.301236,2023-04-24,2023-06-08
sz.301210,2024-04-03,2024-05-22
sh.688077,2024-01-25,2024-03-15
sz.300426,2023-05-11,2023-06-26
sz.300551,2022-04-21,2022-06-08
sh.603828,2024-01-17,2024-03-07
sz.300903,2022-08-17,2022-09-29
sh.600241,2024-01-18,2024-03-08
sh.603926,2024-01-29,2024-03-19
sh.688234,2023-08-03,2023-09-14
sz.300937,2021-04-19,2021-06-03
sh.688089,2024-01-17,2024-03-07
sz.300832,2021-01-20,2021-03-10
sz.002667,2022-03-21,2022-05-09
sz.002366,2021-01-27,2021-03-17
sz.300671,2024-01-24,2024-03-14
sz.300560,2024-10-08,2024-11-19
sz.300708,2024-01-16,2024-03-06
sz.001223,2023-09-21,2023-11-10
sz.002719,2024-04-08,2024-05-23
sh.688150,2022-08-23,2022-10-12
sh.600476,2024-01-24,2024-03-14
sz.000838,2023-05-05,2023-06-16
sh.600763,2021-08-09,2021-09-22
sz.002145,2022-01-17,2022-03-07
sz.300337,2023-11-08,2023-12-20
sh.688039,2024-03-22,2024-05-10
sz.300462,2024-06-25,2024-08-06
sh.600894,2022-04-12,2022-05-27
sh.688046,2024-10-08,2024-11-19
sz.300313,2024-04-10,2024-05-28
sh.600831,2023-12-14,2024-01-26
sh.603882,2022-01-10,2022-02-28
sh.688618,2021-01-19,2021-03-09
sz.300581,2021-08-19,2021-10-11
sz.300151,2022-03-11,2022-04-26
sh.601908,2024-01-18,2024-03-08
sz.300552,2021-01-25,2021-03-15
sz.002830,2022-04-18,2022-06-02
sh.603081,2024-01-08,2024-02-27
sh.688192,2023-06-02,2023-07-18
sh.600257,2023-12-06,2024-01-18
sh.688426,2024-06-26,2024-08-07
sz.300731,2022-03-02,2022-04-15
sz.002443,2024-01-24,2024-03-14
sh.600773,2021-09-10,2021-11-02
sh.600739,2022-04-12,2022-05-27
sz.300897,2024-01-23,2024-03-13
sz.300044,2021-05-11,2021-06-23
sh.600178,2022-01-13,2022-03-03
sz.300017,2023-04-26,2023-06-12
sz.000676,2023-06-19,2023-08-02
sz.300889,2024-01-30,2024-03-20
sh.600539,2024-05-31,2024-07-15
sz.300930,2024-01-10,2024-02-29
sz.300490,2022-03-29,2022-05-17
sh.603871,2023-05-04,2023-06-15
sh.688551,2024-01-22,2024-03-12
sh.600719,2024-08-09,2024-09-24
sz.300387,2024-01-19,2024-03-11
sh.603982,2021-01-06,2021-02-24
sz.300740,2022-08-15,2022-09-27
sz.300752,2024-05-21,2024-07-03
sh.605020,2021-09-14,2021-11-04
sh.603109,2024-01-25,2024-03-15
sz.300712,2021-12-17,2022-02-07
sz.301235,2024-01-23,2024-03-13
sz.002099,2024-01-22,2024-03-12
sz.301071,2021-12-30,2022-02-18
sz.002820,2023-01-10,2023-02-28
sz.300074,2024-01-17,2024-03-07
sz.300781,2024-01-15,2024-03-05
sz.300532,2022-11-16,2022-12-28
sh.600241,2021-01-21,2021-03-11
sh.688435,2023-12-19,2024-01-31
sz.002846,2024-01-15,2024-03-05
sz.300386,2024-04-03,2024-05-22
sz.300243,2024-05-09,2024-06-21
sh.688298,2022-01-12,2022-03-02
sz.301042,2023-11-24,2024-01-08
sh.600107,2024-05-24,2024-07-08
sz.300859,2023-04-18,2023-06-05
sz.000701,2024-01-30,2024-03-20
sz.300598,2023-04-07,2023-05-24
sz.300302,2024-01-25,2024-03-15
sz.300241,2024-01-19,2024-03-11
sh.600135,2021-09-13,2021-11-03
sh.601222,2022-04-07,2022-05-24
sz.300551,2022-01-20,2022-03-10
sh.688661,2022-08-18,2022-09-30
sh.603615,2021-10-13,2021-11-24
sh.600182,2022-04-06,2022-05-24
sh.603915,2022-03-28,2022-05-16
sh.688682,2022-08-18,2022-09-30
sh.603606,2021-04-23,2021-06-09
sz.002713,2021-10-12,2021-11-23
sz.300635,2024-03-29,2024-05-17
sh.600271,2021-01-21,2021-03-11
sh.688360,2024-01-18,2024-03-08
sh.688531,2023-07-14,2023-08-25
sz.300505,2023-04-12,2023-05-29
sz.301117,2024-05-07,2024-06-19
sh.603298,2024-10-08,2024-11-19
sh.688661,2022-04-18,2022-06-02
sh.600819,2024-04-10,2024-05-27
sz.300181,2024-01-19,2024-03-11
sz.000703,2024-07-18,2024-08-29
sz.000813,2022-10-20,2022-12-01
sz.002588,2021-10-25,2021-12-06
sz.300616,2024-05-22,2024-07-04
sh.688526,2024-01-17,2024-03-07
sz.300421,2021-09-13,2021-11-03
sh.601456,2022-04-06,2022-05-23
sz.300250,2021-07-14,2021-08-25
sz.300971,2024-01-26,2024-03-18
sz.300365,2022-04-15,2022-06-01
sz.300686,2022-11-24,2023-01-06
sz.000301,2022-02-23,2022-04-08
sh.688186,2021-01-19,2021-03-09
sh.600853,2023-09-28,2023-11-17
sz.300552,2023-12-29,2024-02-20
sz.002362,2024-04-02,2024-05-21
sz.301238,2024-01-16,2024-03-06
sh.600676,2024-01-24,2024-03-14
sh.603669,2024-01-25,2024-03-15
sz.003009,2021-01-13,2021-03-03
sz.001296,2022-04-11,2022-05-26
sz.300206,2024-04-01,2024-05-20
sh.603533,2023-06-20,2023-08-03
sz.301296,2023-09-27,2023-11-16
sz.300440,2024-01-24,2024-03-14
sz.300649,2022-03-28,2022-05-16
sz.301299,2024-03-29,2024-05-17
sz.300559,2021-08-23,2021-10-13
sh.688227,2024-04-03,2024-05-22
sz.300176,2024-01-19,2024-03-11
sh.603021,2024-03-21,2024-05-09
sh.603628,2022-03-18,2022-05-06
sh.688521,2021-06-30,2021-08-11
sh.600185,2024-05-22,2024-07-04
sz.002316,2022-01-24,2022-03-14
sh.603688,2024-01-18,2024-03-08
sz.002896,2022-08-18,2022-09-30
sh.688193,2024-01-23,2024-03-13
sz.002321,2021-12-03,2022-01-18
sz.300553,2024-01-10,2024-02-29
sz.300024,2021-08-18,2021-10-08
sh.600018,2021-10-22,2021-12-03
sh.600876,2022-08-17,2022-09-29
sz.000551,2022-01-13,2022-03-03
sz.300634,2023-07-20,2023-08-31
sh.688296,2022-04-14,2022-05-31
sz.301293,2024-11-08,2024-12-20
sh.688169,2024-10-24,2024-12-05
sz.300049,2022-09-20,2022-11-08
sz.300068,2021-01-25,2021-03-15
sz.300426,2024-01-17,2024-03-07
sh.603212,2022-03-04,2022-04-19
sh.688600,2024-01-09,2024-02-28
sz.002544,2022-04-20,2022-06-07
sh.603682,2022-04-14,2022-05-31
sz.002893,2023-12-13,2024-01-25
sh.600768,2024-04-09,2024-05-24
sz.300421,2024-01-25,2024-03-15
sz.000909,2022-06-10,2022-07-22
sz.300537,2022-04-14,2022-05-31
sz.300818,2024-07-11,2024-08-22
sh.688788,2022-02-25,2022-04-12
sz.002605,2022-04-08,2022-05-25
sz.300422,2022-04-15,2022-06-01
sz.301133,2024-01-19,2024-03-11
sz.000838,2023-05-12,2023-06-27
sz.300988,2024-01-15,2024-03-05
sz.000025,2024-04-08,2024-05-23
sh.600869,2024-07-02,2024-08-13
sz.002339,2022-01-12,2022-03-02
sh.688787,2023-03-02,2023-04-14
sz.301166,2024-01-26,2024-03-18
sz.300069,2024-05-30,2024-07-12
sh.688276,2021-10-08,2021-11-19
sz.300050,2024-08-30,2024-10-22
sh.688076,2021-07-02,2021-08-13
sz.000612,2024-07-16,2024-08-27
sh.688502,2024-03-21,2024-05-09
sz.300462,2024-04-01,2024-05-20
sh.603393,2021-09-29,2021-11-17
sh.688536,2022-03-24,2022-05-12
sh.603283,2023-05-23,2023-07-06
sz.002907,2022-04-14,2022-05-31
sh.603976,2021-01-20,2021-03-10
sh.688195,2024-01-22,2024-03-12
sz.300901,2024-01-26,2024-03-18
sh.605068,2022-02-18,2022-04-01
sz.301210,2024-01-25,2024-03-15
sz.300910,2022-04-13,2022-05-30
sh.603026,2024-10-08,2024-11-19
sz.300134,2022-09-02,2022-10-24
sz.002846,2021-03-30,2021-05-17
sz.301213,2022-03-02,2022-04-15
sh.688626,2021-06-24,2021-08-05
sz.002735,2021-04-28,2021-06-15
sh.600622,2024-11-13,2024-12-25
sz.002674,2022-04-15,2022-06-01
sz.002403,2024-01-16,2024-03-06
sz.300842,2022-03-17,2022-05-05
sh.603559,2023-04-21,2023-06-08
sz.300689,2022-03-03,2022-04-18
sz.300534,2022-03-23,2022-05-11
sh.603239,2024-07-11,2024-08-22
sh.600584,2023-04-19,2023-06-05
sh.603882,2021-12-30,2022-02-18
sz.002542,2024-06-26,2024-08-07
sz.300124,2021-02-18,2021-04-01
sz.300813,2024-01-09,2024-02-28
sz.300986,2022-04-07,2022-05-24
sh.688355,2022-04-11,2022-05-26
sz.300875,2021-01-26,2021-03-16
sz.301006,2024-01-17,2024-03-07
sh.600383,2022-10-13,2022-11-24
sh.600818,2021-05-10,2021-06-22
sz.002295,2024-01-18,2024-03-08
sh.688122,2021-02-26,2021-04-12
sz.002316,2023-12-08,2024-01-22
sz.002408,2022-04-12,2022-05-27
sz.002845,2021-10-14,2021-11-25
sz.300402,2021-11-22,2022-01-04
sh.688558,2021-09-22,2021-11-10
sz.002603,2022-12-14,2023-02-02
sh.600423,2022-01-11,2022-03-01
sh.603106,2023-08-29,2023-10-18
sz.002734,2022-02-23,2022-04-08
sz.301272,2024-01-22,2024-03-12
sh.600425,2022-04-08,2022-05-25
sh.603399,2022-10-11,2022-11-22
sz.002791,2021-08-11,2021-09-24
sz.000793,2024-04-08,2024-05-23
sz.002802,2022-04-11,2022-05-26
sz.002576,2022-08-18,2022-09-30
sz.002642,2023-04-03,2023-05-19
sz.002824,2022-09-27,2022-11-15
sz.300711,2021-02-26,2021-04-12
sz.300931,2024-05-27,2024-07-09
sh.600686,2024-11-12,2024-12-24
sz.301456,2024-01-09,2024-02-28
sh.688768,2024-01-17,2024-03-07
sz.002620,2024-01-30,2024-03-20
sz.300558,2021-02-24,2021-04-08
sh.688292,2023-05-11,2023-06-26
sz.002738,2021-09-10,2021-11-02
sz.002030,2023-04-25,2023-06-09
sz.002319,2024-04-08,2024-05-23
sz.000411,2022-04-12,2022-06-13
sh.603032,2022-09-06,2022-10-26
sh.603580,2024-01-10,2024-02-29
sz.300926,2021-01-25,2021-03-15
sh.600622,2024-05-23,2024-07-05
sz.002269,2021-04-06,2021-05-21
sz.300936,2022-04-13,2022-05-30
sz.300252,2021-01-19,2021-03-09
sz.300098,2022-04-13,2022-05-30
sz.300331,2022-04-19,2022-06-06
sz.300035,2023-04-13,2023-05-30
sh.688633,2023-04-17,2023-06-01
sh.600373,2024-10-22,2024-12-03
sh.688661,2022-03-02,2022-04-15
sh.603836,2021-05-31,2021-07-13
sh.688213,2023-04-19,2023-06-05
sh.600704,2021-06-21,2021-08-02
sh.605122,2022-03-02,2022-04-15
sz.300943,2022-01-20,2022-03-10
sz.002091,2022-02-23,2022-04-08
sh.600172,2021-01-22,2021-03-12
sz.000655,2021-09-15,2021-11-05
sz.001330,2024-07-02,2024-08-13
sz.002824,2021-09-08,2021-10-29
sz.002072,2021-12-10,2022-01-24
sh.600448,2024-01-25,2024-03-15
sz.300448,2024-01-22,2024-03-12
sz.002913,2023-04-25,2023-06-09
sz.300598,2022-04-12,2022-05-27
sh.688458,2024-01-24,2024-03-14
sh.601696,2021-01-27,2021-03-17
sh.601928,2022-10-18,2022-11-29
sz.300417,2024-04-09,2024-05-24
sz.001282,2024-01-04,2024-02-23
sz.300528,2024-01-17,2024-03-07
sz.300050,2024-08-22,2024-10-14
sz.002943,2022-01-18,2022-03-08
sz.300676,2022-04-15,2022-06-01
sz.300149,2024-08-05,2024-09-18
sh.601096,2024-01-24,2024-03-14
sz.301178,2023-04-13,2023-05-30
sz.300696,2022-04-13,2022-05-30
sh.605337,2021-07-16,2021-08-27
sh.603985,2022-03-30,2022-05-18
sh.688195,2022-09-20,2022-11-08
sh.603305,2022-03-01,2022-04-14
sh.603131,2021-01-20,2021-03-10
sz.002472,2021-08-27,2021-10-19
sz.000520,2021-09-24,2021-11-12
sz.002488,2024-10-28,2024-12-09
sz.000059,2021-09-13,2021-11-03
sz.002830,2022-08-18,2022-09-30
sh.603118,2023-10-17,2023-11-28
sh.688292,2023-09-01,2023-10-23
sh.603416,2024-06-13,2024-07-25
sz.002577,2024-08-26,2024-10-16
sh.600346,2021-06-02,2021-07-15
sz.002967,2022-04-12,2022-05-27
sz.002316,2022-09-06,2022-10-26
sz.002211,2022-04-15,2022-06-02
sh.688699,2021-07-26,2021-09-06
sz.300427,2023-03-02,2023-04-14
sz.300724,2021-11-04,2021-12-16
sh.600165,2023-03-06,2023-04-18
sz.000048,2023-09-26,2023-11-15
sh.603000,2023-10-09,2023-11-20
sz.300514,2022-03-01,2022-04-14
sh.688270,2024-06-21,2024-08-02
sz.300745,2021-01-21,2021-03-11
sh.600396,2021-12-24,2022-02-14
sz.300477,2023-04-18,2023-06-02
sz.301209,2024-01-16,2024-03-06
sh.688489,2023-06-08,2023-07-24
sh.601985,2021-09-22,2021-11-10
sh.688388,2021-11-01,2021-12-13
sz.001313,2022-03-25,2022-05-13
sz.000608,2024-01-23,2024-03-13
sz.000831,2021-12-22,2022-02-10
sh.688609,2024-01-25,2024-03-15
sz.002149,2021-12-13,2022-01-25
sh.600250,2024-01-25,2024-03-15
sh.603108,2024-04-03,2024-05-22
sz.002444,2022-04-06,2022-05-23
sz.300985,2022-04-06,2022-05-23
sz.300651,2022-01-24,2022-03-14
sz.300688,2023-06-13,2023-07-27
sz.002918,2021-09-03,2021-10-26
sz.301188,2024-01-22,2024-03-12
sh.688268,2022-04-14,2022-05-31
sz.002606,2022-04-08,2022-05-25
sz.002724,2024-01-16,2024-03-06
sh.603590,2023-05-31,2023-07-14
sh.603313,2021-07-21,2021-09-01
sz.301011,2022-01-14,2022-03-04
sz.002691,2024-04-03,2024-05-22
sz.300786,2022-04-12,2022-05-27
sz.000975,2022-12-02,2023-01-30
sz.300300,2024-04-25,2024-06-13
sz.300054,2022-04-12,2022-05-27
sz.300288,2024-03-25,2024-05-13
sh.688329,2021-07-20,2021-08-31
sh.603308,2022-03-02,2022-04-15
sz.002268,2023-04-13,2023-05-30
sz.300268,2023-09-26,2023-11-15
sz.300767,2024-03-29,2024-05-17
sz.002884,2022-03-25,2022-05-13
sh.603813,2024-01-25,2024-03-15
sh.688337,2022-11-24,2023-01-06
sz.002413,2024-01-23,2024-03-13
sz.000619,2024-01-15,2024-03-05
sh.601001,2021-01-22,2021-03-12
sz.300632,2024-01-23,2024-03-13
sh.603300,2021-07-30,2021-09-10
sz.301321,2024-01-25,2024-03-15
sh.688766,2021-09-09,2021-11-01
sz.300942,2024-07-11,2024-08-22
sz.301013,2023-04-25,2023-06-09
sz.003010,2024-01-25,2024-03-15
sz.300314,2024-01-17,2024-03-07
sz.300148,2022-01-12,2022-03-02
sh.603970,2021-01-14,2021-03-04
sz.301016,2024-09-05,2024-10-28
sh.603888,2023-12-12,2024-01-24
sh.688203,2023-04-20,2023-06-06
sh.603320,2024-01-09,2024-02-28
sz.300032,2024-09-03,2024-10-24
sh.688209,2022-07-01,2022-08-12
sh.688281,2023-09-27,2023-11-16
sh.688179,2021-10-18,2021-11-29
sh.600995,2021-11-15,2021-12-27
sz.002342,2021-01-12,2021-03-02
sz.300448,2024-08-30,2024-10-22
sz.300165,2024-04-09,2024-05-24
sz.301209,2022-09-22,2022-11-10
sz.000680,2024-07-04,2024-08-15
sh.600791,2023-08-30,2023-10-19
sz.002945,2024-01-24,2024-03-14
sz.002541,2023-08-09,2023-09-20
sz.300517,2024-07-22,2024-09-02
sh.603501,2024-11-11,2024-12-23
sh.603728,2022-09-26,2022-11-14
sz.002843,2022-08-17,2022-09-29
sh.603810,2022-04-12,2022-05-27
sz.300327,2024-01-19,2024-03-11
sh.600917,2021-09-22,2021-11-10
sz.301321,2024-01-17,2024-03-07
sh.603882,2024-05-23,2024-07-05
sz.300076,2024-01-22,2024-03-12
sh.600630,2023-11-13,2023-12-25
sh.600378,2021-01-22,2021-03-12
sh.600038,2021-02-24,2021-04-08
sz.000593,2024-01-25,2024-03-15
sz.002150,2022-12-15,2023-02-03
sz.300901,2024-01-16,2024-03-06
sh.688325,2022-09-08,2022-10-28
sh.600116,2022-03-29,2022-05-17
sz.002573,2022-09-09,2022-10-31
sz.300772,2021-11-01,2021-12-13
sz.301052,2024-04-01,2024-05-20
sz.002402,2022-01-17,2022-03-07
sz.002214,2021-10-13,2021-11-24
sz.300972,2022-03-30,2022-05-18
sz.000663,2024-04-09,2024-05-24
sh.605399,2024-04-09,2024-05-24
sz.300101,2021-11-22,2022-01-04
sz.002627,2022-03-24,2022-05-26
sz.002263,2021-09-13,2021-11-03
sh.688162,2022-08-18,2022-09-30
sh.600733,2022-04-14,2022-05-31
sh.688610,2024-01-09,2024-02-28
sz.300031,2021-11-22,2022-01-04
sh.600243,2024-01-24,2024-03-14
sh.600276,2021-08-17,2021-09-30
sz.300762,2024-01-23,2024-03-13
sh.688511,2021-08-05,2021-09-16
sz.300096,2023-12-21,2024-02-05
sz.300583,2022-01-12,2022-03-02
sz.300745,2024-01-29,2024-03-19
sz.300776,2022-04-12,2022-05-27
sz.002326,2022-01-06,2022-02-24
sz.300566,2021-09-03,2021-10-26
sz.000785,2022-04-22,2022-06-09
sh.601015,2021-02-22,2021-04-06
sh.688108,2022-11-10,2022-12-22
sz.002406,2023-03-06,2023-04-18
sz.300103,2022-04-14,2022-05-31
sz.000793,2024-01-25,2024-03-15
sz.002598,2021-09-22,2021-11-10
sh.603538,2022-01-17,2022-03-07
sh.603048,2022-06-23,2022-08-04
sh.603489,2024-01-19,2024-03-11
sz.301287,2024-01-22,2024-03-12
sh.600551,2022-04-19,2022-06-06
sz.300264,2022-04-15,2022-06-01
sh.603839,2024-01-04,2024-02-23
sz.002650,2021-07-14,2021-08-26
