code,start_date,end_date
sz.300567,2022-03-28,2022-05-16
sz.002453,2022-04-20,2022-06-07
sz.002150,2024-10-08,2024-11-19
sh.601636,2021-09-02,2021-10-25
sh.603667,2024-03-13,2024-04-26
sz.002474,2022-04-19,2022-06-06
sz.000056,2023-11-13,2023-12-25
sz.300691,2022-04-14,2022-05-31
sh.688365,2021-04-21,2021-06-07
sz.002881,2023-04-13,2023-05-30
sz.300042,2023-08-08,2023-09-19
sz.300610,2022-01-07,2022-02-25
sz.301285,2022-12-15,2023-02-03
sh.600107,2024-01-24,2024-03-14
sz.002905,2024-01-22,2024-03-12
sz.300821,2023-04-21,2023-06-07
sz.002717,2022-04-19,2022-06-06
sz.300224,2022-03-01,2022-04-14
sz.300080,2024-08-15,2024-09-30
sh.603050,2024-01-23,2024-03-13
sh.600676,2022-04-13,2022-05-30
sz.300277,2024-03-29,2024-05-17
sz.000610,2023-09-28,2023-11-17
sz.002631,2024-01-18,2024-03-08
sh.688597,2022-01-12,2022-03-02
sz.002915,2024-01-26,2024-03-18
sh.600633,2022-04-14,2022-05-31
sz.300198,2021-08-11,2021-09-24
sz.300269,2022-04-12,2022-05-27
sh.600812,2022-04-13,2022-05-30
sz.002140,2022-01-14,2022-03-04
sh.600876,2022-08-17,2022-09-29
sh.688221,2024-01-19,2024-03-11
sh.688373,2024-01-08,2024-02-27
sh.601999,2022-04-19,2022-06-06
sz.300542,2024-01-24,2024-03-14
sh.600026,2021-10-19,2021-11-30
sz.002157,2023-04-27,2023-06-14
sz.301030,2024-10-31,2024-12-12
sh.688271,2023-08-16,2023-09-27
sh.688375,2024-01-22,2024-03-12
sz.002134,2024-11-13,2024-12-25
sh.600557,2023-10-10,2023-11-21
sz.300382,2021-09-16,2021-11-08
sz.002044,2021-06-02,2021-07-15
sz.300890,2022-10-17,2022-11-28
sz.300437,2024-01-16,2024-03-06
sh.603336,2022-04-21,2022-06-08
sh.688060,2022-08-18,2022-09-30
sh.603709,2021-03-29,2021-05-14
sh.600706,2021-04-20,2021-06-04
sh.688533,2022-01-18,2022-03-08
sz.301071,2021-12-30,2022-02-18
sh.688521,2022-08-11,2022-09-23
sz.002443,2024-01-24,2024-03-14
sz.300120,2024-10-18,2024-11-29
sz.000719,2023-06-20,2023-08-03
sh.603683,2024-01-18,2024-03-08
sz.301031,2021-08-24,2021-10-14
sz.300802,2024-03-29,2024-05-17
sz.300387,2022-04-14,2022-05-31
sz.002727,2024-06-05,2024-07-18
sh.600622,2023-08-29,2023-10-18
sh.600331,2021-10-25,2021-12-06
sh.688307,2024-01-29,2024-03-19
sz.300198,2024-05-24,2024-07-08
sz.002623,2021-09-17,2021-11-09
sh.688798,2023-04-17,2023-06-01
sz.301011,2022-04-15,2022-06-01
sz.301487,2024-01-17,2024-03-07
sh.603507,2022-02-28,2022-04-13
sh.688275,2023-09-25,2023-11-14
sh.688639,2021-09-16,2021-11-08
sh.603214,2022-10-14,2022-11-25
sz.002885,2022-03-28,2022-05-16
sh.603276,2024-01-26,2024-03-18
sh.603040,2023-02-27,2023-04-11
sh.600531,2022-04-13,2022-05-30
sh.688448,2024-04-08,2024-05-23
sh.603380,2022-02-24,2022-04-11
sh.688260,2022-04-12,2022-05-27
sz.301307,2024-01-24,2024-03-14
sz.002112,2022-03-21,2022-05-09
sz.002527,2021-09-13,2021-11-03
sz.002796,2024-01-26,2024-03-18
sz.300229,2023-12-12,2024-01-24
sz.301398,2023-10-13,2023-11-24
sh.688200,2021-03-12,2021-04-26
sh.688282,2023-11-27,2024-01-09
sz.300328,2024-01-25,2024-03-15
sz.000547,2021-01-25,2021-03-15
sh.600397,2021-10-27,2021-12-08
sh.600861,2022-04-08,2022-05-25
sh.600358,2024-04-12,2024-05-29
sh.688232,2024-03-21,2024-05-09
sh.605162,2024-01-22,2024-03-12
sh.600130,2024-04-01,2024-05-20
sz.002529,2022-03-24,2022-05-12
sh.688596,2022-04-11,2022-05-26
sz.002887,2022-05-19,2022-07-01
sh.603038,2022-01-24,2022-03-14
sz.300233,2024-08-07,2024-09-20
sz.002064,2022-03-01,2022-04-14
sz.003004,2024-06-26,2024-08-07
sh.688390,2022-08-26,2022-10-17
sh.688595,2022-08-17,2022-09-29
sz.000670,2022-09-06,2022-10-26
sz.300366,2024-01-18,2024-03-08
sh.688172,2023-08-10,2023-09-21
sz.300450,2022-11-08,2022-12-20
sz.300045,2021-01-20,2021-03-10
sz.300094,2024-01-25,2024-03-15
sz.300698,2024-01-22,2024-03-12
sz.300869,2021-08-10,2021-09-23
sz.301069,2021-11-25,2022-01-07
sz.003010,2023-06-09,2023-07-25
sh.688626,2021-06-29,2021-08-10
sz.002063,2023-04-13,2023-05-30
sh.688093,2023-04-14,2023-05-31
sz.000421,2022-04-20,2022-06-07
sz.300916,2022-09-07,2022-10-27
sz.300175,2021-01-27,2021-03-17
sz.300457,2022-10-18,2022-11-29
sz.300763,2024-01-19,2024-03-11
sz.300638,2024-07-24,2024-09-04
sh.688098,2022-04-13,2022-05-30
sh.600076,2024-01-24,2024-03-14
sz.300964,2024-01-17,2024-03-07
sz.300505,2022-08-25,2022-10-14
sz.002745,2021-01-22,2021-03-12
sz.000546,2023-06-06,2023-07-21
sh.603076,2022-08-24,2022-10-13
sz.000521,2024-05-14,2024-06-26
sz.002045,2023-05-11,2023-06-26
sz.301489,2024-01-16,2024-03-06
sz.300772,2022-04-07,2022-05-24
sz.002208,2022-04-12,2022-05-27
sh.688256,2024-03-25,2024-05-13
sh.688156,2024-04-01,2024-05-20
sz.002603,2022-12-23,2023-02-13
sz.002171,2022-10-17,2022-11-28
sz.002656,2024-09-13,2024-11-05
sz.300987,2021-06-22,2021-08-03
sz.301322,2024-01-24,2024-03-14
sh.600088,2023-05-11,2023-06-26
sh.603650,2024-01-22,2024-03-12
sz.000738,2021-02-25,2021-04-09
sh.605366,2021-09-14,2021-11-04
sh.600644,2024-01-22,2024-03-12
sz.300935,2021-01-22,2021-03-12
sz.000159,2021-09-13,2021-11-03
sh.600333,2022-10-17,2022-11-28
sh.603683,2021-04-14,2021-05-31
sh.605033,2024-01-17,2024-03-07
sh.688448,2024-01-29,2024-03-19
sz.000419,2024-01-24,2024-03-14
sh.603818,2022-07-01,2022-08-12
sh.688109,2024-01-26,2024-03-18
sz.300299,2024-08-20,2024-10-10
sh.688380,2022-08-11,2022-09-23
sz.002632,2024-04-03,2024-05-22
sh.688348,2023-03-08,2023-04-20
sh.688680,2024-01-15,2024-03-05
sh.600744,2023-05-25,2023-07-10
sh.688008,2022-03-22,2022-05-10
sh.603813,2024-01-24,2024-03-14
sz.300212,2022-12-12,2023-01-31
sh.605289,2024-10-22,2024-12-03
sh.600630,2024-02-01,2024-03-22
sz.300049,2022-05-09,2022-06-21
sh.688181,2021-01-22,2021-03-12
sh.600543,2024-10-29,2024-12-10
sh.603505,2021-03-11,2021-04-23
sz.001217,2024-01-12,2024-03-04
sh.688628,2022-04-13,2022-05-30
sz.000012,2022-04-15,2022-06-01
sh.688668,2024-01-16,2024-03-06
sh.688300,2022-04-14,2022-05-31
sz.300607,2024-01-19,2024-03-11
sz.300373,2023-08-10,2023-09-21
sh.600351,2021-09-17,2021-11-09
sz.300575,2023-10-19,2023-11-30
sh.603077,2021-07-23,2021-09-03
sh.603979,2024-07-10,2024-08-21
sh.688192,2022-11-08,2022-12-20
sh.688125,2022-11-03,2022-12-15
sh.600337,2024-05-31,2024-07-15
sz.301067,2024-01-29,2024-03-19
sh.600970,2024-06-28,2024-08-09
sz.301101,2024-01-17,2024-03-07
sz.300370,2021-04-12,2021-05-28
sz.002471,2022-08-17,2022-09-29
sh.688230,2023-04-17,2023-06-01
sz.000711,2022-04-14,2022-05-31
sz.002245,2024-01-19,2024-03-11
sz.301270,2024-03-25,2024-05-13
sh.688379,2024-01-29,2024-03-19
sh.600559,2021-12-23,2022-02-11
sh.688303,2024-06-13,2024-07-25
sh.603008,2022-09-29,2022-11-17
sz.300302,2024-04-09,2024-05-24
sz.300462,2021-10-18,2021-11-29
sz.000153,2022-01-13,2022-03-03
sz.300212,2024-03-20,2024-05-08
sz.002119,2022-04-11,2022-05-26
sz.000868,2024-01-22,2024-03-12
sz.000931,2022-09-09,2022-10-31
sz.300811,2024-01-22,2024-03-12
sh.688226,2024-06-18,2024-07-30
sz.300510,2022-04-12,2022-05-27
sz.001202,2021-08-16,2021-09-29
sz.300329,2022-02-28,2022-04-13
sh.603869,2023-12-12,2024-01-24
sz.300385,2021-01-22,2021-03-12
sh.600130,2022-04-14,2022-05-31
sz.300571,2023-04-18,2023-06-02
sz.002951,2023-07-13,2023-08-25
sh.600711,2024-07-23,2024-09-04
sh.603168,2024-01-17,2024-03-07
sz.300810,2024-01-25,2024-03-15
sh.688239,2021-08-30,2021-10-20
sz.300663,2023-04-11,2023-05-26
sz.002279,2024-04-01,2024-05-20
sz.301022,2024-01-24,2024-03-14
sh.601811,2023-04-28,2023-06-14
sz.300911,2021-07-20,2021-08-31
sh.603063,2022-09-06,2022-10-26
sz.002074,2021-09-10,2021-11-02
sh.688161,2022-10-21,2022-12-02
sh.600740,2021-09-13,2021-11-03
sz.002660,2024-01-08,2024-02-27
sz.000545,2022-04-19,2022-06-06
sh.600525,2022-04-11,2022-05-26
sh.688702,2024-06-18,2024-07-30
sh.688606,2024-04-26,2024-06-13
sz.002527,2024-04-02,2024-05-21
sz.300626,2021-01-26,2021-03-16
sz.300141,2022-08-19,2022-10-10
sz.001313,2024-01-23,2024-03-13
sh.603366,2024-01-22,2024-03-12
sh.688082,2022-04-14,2022-05-31
sh.688610,2024-06-26,2024-08-07
sz.301028,2024-01-10,2024-02-29
sz.300648,2024-04-01,2024-05-20
sz.300836,2024-04-03,2024-05-22
sz.000750,2024-11-07,2024-12-19
sh.605398,2022-04-14,2022-05-31
sh.603869,2021-03-05,2021-04-19
sz.002315,2023-10-09,2023-11-20
sh.603815,2022-04-07,2022-05-24
sz.300122,2022-04-01,2022-05-20
sz.001227,2022-04-06,2022-05-23
sh.603085,2023-03-02,2023-04-14
sz.300554,2024-03-13,2024-04-26
sz.300235,2024-01-19,2024-03-11
sh.605199,2024-01-23,2024-03-13
sh.688433,2024-01-18,2024-03-08
sh.600764,2024-01-03,2024-02-22
sz.300187,2022-04-12,2022-05-27
sz.301205,2024-03-19,2024-05-07
sz.300757,2024-01-17,2024-03-07
sh.688167,2024-03-21,2024-05-09
sh.600375,2024-01-15,2024-03-05
sh.688390,2021-02-22,2021-04-06
sz.000156,2023-05-12,2023-06-27
sh.603656,2021-07-14,2021-08-25
sz.300871,2022-04-19,2022-06-06
sz.002274,2022-04-18,2022-06-02
sz.000688,2021-09-16,2021-11-08
sz.000026,2024-01-19,2024-03-11
sh.600121,2021-03-12,2021-04-26
sh.601086,2022-10-14,2022-11-25
sh.603218,2022-04-14,2022-05-31
sz.002933,2024-01-29,2024-03-19
sz.002356,2022-01-05,2022-02-23
sh.688670,2023-07-03,2023-08-14
sz.002451,2023-08-18,2023-10-09
sh.600499,2021-02-03,2021-03-24
sz.300423,2022-01-12,2022-03-02
sz.002200,2021-01-21,2021-03-11
sz.300618,2021-03-02,2021-04-14
sh.688616,2024-01-17,2024-03-07
sh.600476,2024-01-25,2024-03-15
sz.000707,2021-10-22,2021-12-03
sz.002084,2022-10-18,2022-11-29
sz.300261,2022-03-23,2022-05-11
sz.002778,2022-08-25,2022-10-14
sz.002175,2024-01-24,2024-03-14
sz.000733,2022-04-11,2022-05-26
sz.002331,2024-01-26,2024-03-18
sz.002378,2021-09-16,2021-11-08
sz.300725,2021-10-19,2021-11-30
sh.601100,2022-02-24,2022-04-11
sz.300266,2022-04-15,2022-06-01
sz.300477,2022-08-23,2022-10-12
sh.600933,2022-06-27,2022-08-08
sz.300602,2021-12-02,2022-01-14
sz.002213,2022-09-06,2022-10-26
sz.002272,2024-04-01,2024-05-20
sz.300916,2024-04-17,2024-06-03
sz.000153,2022-01-11,2022-03-01
sz.300074,2024-01-23,2024-03-13
sz.300209,2024-01-15,2024-03-05
sh.688582,2024-01-18,2024-03-08
sh.688359,2022-01-12,2022-03-02
sz.300782,2024-01-22,2024-03-12
sh.600316,2021-06-21,2021-08-02
sh.688167,2022-03-23,2022-05-11
sh.600080,2024-01-23,2024-03-13
sz.300595,2021-08-20,2021-10-12
sh.600561,2024-01-26,2024-03-18
sz.002059,2024-01-19,2024-03-11
sh.688518,2022-11-14,2022-12-26
sh.603179,2022-01-19,2022-03-09
sz.000601,2022-08-17,2022-10-10
sz.002850,2023-08-25,2023-10-16
sh.600830,2022-04-20,2022-06-07
sz.300679,2022-01-24,2022-03-14
sh.600072,2021-01-20,2021-03-10
sh.603000,2022-04-12,2022-05-27
sz.300739,2024-06-24,2024-08-05
sz.301166,2022-03-23,2022-05-11
sh.600829,2022-04-12,2022-05-27
sz.300448,2024-01-22,2024-03-12
sz.300320,2021-12-28,2022-02-16
sz.301103,2024-03-29,2024-05-17
sz.301519,2023-10-25,2023-12-06
sh.603790,2024-01-26,2024-03-18
sz.301525,2023-09-26,2023-11-15
sh.605567,2024-01-17,2024-03-07
sz.002483,2024-01-19,2024-03-11
sh.603799,2021-08-30,2021-10-20
sh.601137,2022-09-19,2022-11-07
sz.300681,2021-12-02,2022-01-14
sh.600305,2021-02-09,2021-03-30
sz.300236,2022-04-11,2022-05-26
sh.600250,2023-12-13,2024-01-25
sz.301539,2024-07-11,2024-08-22
sz.300076,2022-12-13,2023-02-01
sz.300793,2022-04-13,2022-05-30
sh.688237,2024-04-02,2024-05-21
sz.300600,2021-03-01,2021-04-13
sz.002358,2021-04-21,2021-06-08
sh.688350,2024-01-23,2024-03-13
sz.300447,2023-04-24,2023-06-08
sh.600985,2022-10-17,2022-11-28
sh.688343,2023-04-20,2023-06-06
sz.002275,2022-12-08,2023-01-20
sz.002369,2024-09-02,2024-10-23
sh.688668,2023-12-04,2024-01-16
sz.300054,2022-09-22,2022-11-10
sz.002567,2022-04-13,2022-05-30
sz.002865,2022-12-02,2023-01-16
sh.688348,2022-12-02,2023-01-16
sz.301315,2024-06-21,2024-08-02
sz.001210,2024-01-25,2024-03-15
sh.688301,2021-03-05,2021-04-19
sz.300763,2021-02-09,2021-03-30
sz.300359,2021-07-16,2021-08-27
sh.603005,2022-08-16,2022-09-28
sz.300543,2022-08-17,2022-09-29
sz.002846,2022-04-06,2022-05-23
sz.300260,2024-03-25,2024-05-13
sh.600505,2024-04-09,2024-05-24
sz.300871,2022-04-12,2022-05-27
sh.600228,2021-04-19,2021-06-03
sz.000586,2024-03-01,2024-04-16
sh.688388,2022-01-18,2022-03-08
sh.603959,2024-05-24,2024-07-08
sz.300141,2022-04-08,2022-05-25
sz.300232,2024-01-16,2024-03-06
sh.603936,2023-04-21,2023-06-07
sz.000936,2021-09-15,2021-11-05
sz.300113,2022-08-19,2022-10-10
sz.301133,2022-01-13,2022-03-03
sh.603026,2022-04-07,2022-05-24
sh.601811,2023-05-05,2023-06-16
sz.300670,2024-01-22,2024-03-12
sz.300522,2022-03-02,2022-04-15
sh.688302,2024-03-18,2024-05-06
sz.000999,2022-12-08,2023-01-20
sh.601689,2023-09-28,2023-11-17
sz.300981,2024-01-17,2024-03-07
sz.002165,2022-04-14,2022-05-31
sz.300752,2022-06-27,2022-08-08
sh.600615,2024-04-10,2024-05-27
sh.605122,2021-07-16,2021-08-27
sz.301028,2021-09-16,2021-11-08
sh.688095,2022-04-12,2022-05-27
sh.688579,2024-01-25,2024-03-15
sh.603858,2022-01-17,2022-03-07
sh.600399,2022-01-07,2022-02-25
sz.002873,2024-01-09,2024-03-13
sz.300857,2022-09-05,2022-10-25
sz.002873,2022-03-23,2022-05-11
sh.600927,2022-01-13,2022-03-03
sz.002649,2022-04-01,2022-05-20
sh.603272,2024-05-24,2024-07-08
sz.300681,2024-01-15,2024-03-05
sh.603160,2022-04-18,2022-06-02
sz.300926,2022-03-02,2022-04-15
sz.000796,2023-04-21,2023-06-08
sz.002550,2022-01-20,2022-03-10
sz.300150,2024-04-01,2024-05-20
sh.600333,2021-01-26,2021-03-16
sh.688202,2022-01-21,2022-03-11
sz.002868,2024-01-25,2024-03-15
sz.300507,2024-01-23,2024-03-13
sz.000985,2022-09-05,2022-10-25
sh.688039,2023-04-17,2023-06-01
sz.002595,2022-03-03,2022-04-18
sh.600365,2024-01-26,2024-03-18
sh.600333,2024-01-24,2024-03-14
sz.300165,2022-04-15,2022-06-01
sz.300270,2024-01-30,2024-03-20
sz.000980,2024-01-22,2024-03-12
sz.000069,2024-10-08,2024-11-19
sz.002576,2021-09-17,2021-11-09
sz.300751,2021-08-25,2021-10-15
sh.600775,2024-03-18,2024-05-06
sz.002508,2021-08-19,2021-10-11
sh.688733,2022-03-30,2022-05-18
sz.002219,2024-08-05,2024-09-18
sz.300892,2024-08-06,2024-09-19
sz.002456,2021-03-08,2021-04-20
sz.300696,2024-03-29,2024-05-17
sz.000026,2024-01-25,2024-03-15
sz.002150,2023-02-28,2023-04-12
sh.605028,2022-09-09,2022-10-31
sz.301019,2024-01-29,2024-03-19
sh.600707,2022-01-13,2022-03-03
sh.688652,2024-01-10,2024-02-29
sz.300965,2022-08-18,2022-09-30
sz.000931,2024-01-26,2024-03-18
sz.300517,2023-01-10,2023-02-28
sz.000755,2022-07-15,2022-09-02
sh.600820,2024-08-19,2024-10-09
sh.603192,2022-01-18,2022-03-08
sz.002229,2024-03-25,2024-05-13
sh.603931,2024-04-02,2024-05-21
sh.600660,2021-03-11,2021-04-23
sz.000701,2024-05-24,2024-07-08
sh.600239,2021-01-22,2021-03-12
sh.688083,2023-10-10,2023-11-21
sh.688560,2024-01-17,2024-03-07
sz.003025,2024-01-25,2024-03-15
sz.002951,2024-06-26,2024-08-07
sh.603258,2024-01-23,2024-03-13
sz.002514,2022-12-09,2023-01-30
sz.002772,2021-07-22,2021-09-02
sz.002534,2021-09-24,2021-11-12
sz.002990,2022-04-11,2022-05-26
sz.300712,2021-06-10,2021-07-23
sh.600844,2024-01-18,2024-03-08
sz.301591,2024-03-21,2024-05-09
sh.601339,2022-03-02,2022-04-15
sh.603843,2024-08-19,2024-10-09
sz.002777,2022-03-04,2022-04-19
sh.688049,2023-04-07,2023-05-24
sz.002886,2022-09-01,2022-10-21
sz.000886,2024-05-23,2024-07-05
sz.301550,2024-01-03,2024-02-22
sh.601127,2023-03-28,2023-05-15
sh.688100,2021-12-23,2022-02-11
sz.301377,2022-12-08,2023-01-20
sz.301106,2024-01-26,2024-03-18
sz.301230,2023-10-12,2023-11-23
sh.688047,2024-03-13,2024-04-26
sh.603616,2024-04-01,2024-05-20
sh.603917,2022-04-12,2022-05-27
sz.002230,2022-04-14,2022-05-31
sz.000757,2024-01-26,2024-03-18
sz.002105,2024-01-17,2024-03-07
sz.002300,2022-04-14,2022-05-31
sh.688526,2022-04-11,2022-05-26
sz.002115,2024-04-03,2024-05-22
sh.688003,2022-08-18,2022-09-30
sh.688499,2023-07-13,2023-08-24
sh.688100,2021-12-27,2022-02-15
sz.300364,2023-06-20,2023-08-03
sz.000065,2023-09-28,2023-11-17
sz.300548,2024-03-21,2024-05-09
sh.603978,2021-12-15,2022-01-27
sz.300579,2021-01-22,2021-03-12
sh.605277,2022-04-12,2022-05-27
sz.300916,2024-11-08,2024-12-20
sz.300746,2024-01-24,2024-03-14
sh.603213,2024-01-26,2024-03-18
sz.002578,2024-01-08,2024-02-27
sh.601162,2024-06-05,2024-07-18
sh.600756,2024-01-22,2024-03-12
sz.000531,2021-09-24,2021-11-12
sh.603613,2022-04-11,2022-05-26
sz.002805,2024-01-22,2024-03-12
sh.603032,2022-08-18,2022-09-30
sz.002876,2022-03-28,2022-05-16
sz.002955,2023-03-28,2023-05-15
sz.300729,2024-01-25,2024-03-15
sz.000599,2024-01-18,2024-03-08
sz.300902,2022-04-20,2022-06-07
sh.688720,2024-03-29,2024-05-17
sh.601068,2023-04-28,2023-06-14
sz.001217,2022-08-16,2022-09-28
sz.000889,2022-04-15,2022-06-02
sz.300327,2023-04-07,2023-05-24
sz.002329,2022-08-26,2022-10-17
sz.000049,2021-12-24,2022-02-14
sh.601162,2022-04-13,2022-05-30
sz.002836,2024-01-25,2024-03-15
sz.002279,2022-03-29,2022-05-17
sh.688767,2022-01-14,2022-03-04
sz.002492,2024-01-29,2024-03-19
sz.300075,2024-01-08,2024-02-27
sz.002410,2024-11-12,2024-12-24
sh.603887,2024-05-24,2024-07-08
sz.300286,2022-02-28,2022-04-13
sz.300215,2022-04-11,2022-05-26
sz.002283,2021-11-26,2022-01-10
sz.000626,2022-03-21,2022-05-09
sh.600559,2021-02-05,2021-03-26
sh.688282,2024-01-08,2024-02-27
sh.688670,2021-08-04,2021-09-15
sh.688301,2024-01-18,2024-03-08
sh.600851,2022-09-01,2022-10-21
sz.300961,2021-04-08,2021-05-25
sh.600255,2024-01-09,2024-02-28
sz.300684,2024-01-02,2024-02-21
sz.301308,2023-12-25,2024-02-06
sh.688286,2024-04-02,2024-05-21
sz.002062,2022-02-22,2022-04-07
sz.300963,2024-04-08,2024-05-23
sz.002529,2024-05-23,2024-07-05
sh.688588,2021-04-21,2021-06-07
sz.300996,2022-04-20,2022-06-07
sz.300237,2024-10-08,2024-11-19
sz.002550,2022-12-14,2023-02-02
sz.300988,2024-01-10,2024-02-29
sh.603959,2023-10-10,2023-11-21
sh.600773,2022-04-12,2022-05-27
sz.300781,2022-04-13,2022-05-30
sz.301053,2021-09-17,2021-11-09
sh.688148,2024-04-02,2024-05-21
sz.002690,2021-02-08,2021-03-29
sh.605598,2024-01-25,2024-03-15
sh.601368,2024-01-25,2024-03-15
sz.300840,2024-05-24,2024-07-08
sz.002534,2021-09-30,2021-11-18
sz.300567,2021-04-26,2021-06-10
sz.002687,2024-01-17,2024-03-07
sz.301558,2024-05-27,2024-07-09
sz.301060,2022-01-11,2022-03-01
sz.300726,2021-01-21,2021-03-11
sh.605376,2022-02-25,2022-04-12
sz.002908,2024-01-24,2024-03-14
sz.301215,2022-06-28,2022-08-09
sh.600763,2021-09-28,2021-11-16
sh.688255,2022-09-19,2022-11-07
sz.301095,2022-08-19,2022-10-10
sh.600699,2021-03-05,2021-04-19
sz.002915,2022-03-24,2022-05-12
sh.688066,2023-12-12,2024-01-24
sh.600509,2022-09-16,2022-11-04
sz.300971,2022-04-13,2022-05-30
sz.002713,2022-04-07,2022-05-24
sz.300407,2021-01-21,2021-03-11
sz.300928,2022-01-21,2022-03-11
sh.603863,2024-11-07,2024-12-19
sh.688585,2024-01-30,2024-03-20
sh.603908,2023-04-13,2023-05-30
sh.600732,2024-01-24,2024-03-14
sh.600663,2021-07-14,2021-08-25
sh.601226,2022-04-08,2022-05-25
sh.688648,2024-01-25,2024-03-15
sh.688772,2022-08-26,2022-10-17
sz.002996,2024-04-01,2024-05-20
sh.603608,2024-03-29,2024-05-20
sh.600151,2021-03-19,2021-05-06
sh.605286,2024-01-16,2024-03-06
sh.688512,2023-06-19,2023-08-02
sh.600633,2022-01-18,2022-03-08
sz.300382,2022-02-28,2022-04-13
sh.603107,2024-01-25,2024-03-15
sh.600785,2022-05-12,2022-06-24
sz.300397,2021-01-12,2021-03-02
sh.688232,2024-01-02,2024-02-21
sh.688686,2024-03-25,2024-05-13
sz.002796,2022-04-14,2022-05-31
sh.689009,2021-03-01,2021-04-13
sz.300360,2022-11-24,2023-01-06
sh.603533,2023-05-05,2023-06-16
sz.300159,2021-09-09,2021-11-01
sz.300536,2024-01-23,2024-03-13
sh.688621,2024-01-19,2024-03-11
sh.603511,2022-03-07,2022-04-20
sz.300678,2024-03-21,2024-05-09
sz.002111,2021-10-15,2021-11-26
sz.300953,2021-07-13,2021-08-24
sz.301421,2023-09-14,2023-11-03
sh.605228,2021-01-27,2021-03-17
sh.600624,2024-05-28,2024-07-10
sh.600895,2023-10-18,2023-11-29
sh.600706,2022-04-19,2022-06-06
sh.688173,2024-01-22,2024-03-12
sh.600589,2024-04-03,2024-05-22
sh.600408,2021-10-27,2021-12-08
sh.688093,2022-03-01,2022-04-14
sh.603096,2022-04-12,2022-05-27
sh.600399,2023-03-10,2023-04-24
sz.001209,2022-12-20,2023-02-08
sh.600153,2022-10-18,2022-11-29
sz.002564,2023-04-20,2023-08-02
sz.300931,2021-07-15,2021-08-26
sh.688320,2023-04-07,2023-05-24
sz.001212,2022-04-13,2022-05-30
sz.000159,2024-01-22,2024-03-12
sh.605300,2021-07-23,2021-09-03
sz.002810,2024-01-08,2024-02-27
sz.002350,2024-01-19,2024-03-11
sh.688021,2024-01-17,2024-03-07
sz.000620,2021-01-21,2021-03-11
sz.000716,2022-04-19,2022-06-06
sz.000301,2022-10-19,2022-11-30
sh.688599,2022-03-29,2022-05-17
sz.000603,2024-11-01,2024-12-13
sh.688612,2024-08-01,2024-09-12
sz.002321,2021-01-19,2021-03-09
sh.600831,2024-01-26,2024-03-18
sh.603168,2023-10-17,2023-11-28
sz.300261,2021-01-21,2021-03-11
sz.000926,2024-01-25,2024-03-15
sz.300088,2022-01-21,2022-03-11
sz.300923,2022-04-13,2022-05-30
sz.300157,2021-09-30,2021-11-18
sz.300778,2023-06-14,2023-07-28
sz.002695,2021-02-26,2021-04-12
sh.600149,2024-05-23,2024-07-05
sz.002868,2021-04-19,2021-06-03
sz.002943,2022-01-19,2022-03-09
sz.002309,2022-04-19,2022-06-07
sz.300672,2022-03-24,2022-05-12
sh.688559,2024-01-23,2024-03-13
sz.301165,2023-04-24,2023-06-08
sz.000788,2022-03-23,2022-05-11
sz.300961,2021-09-10,2021-11-02
sh.688348,2024-04-01,2024-05-20
sz.300763,2021-10-26,2021-12-07
sh.605222,2023-03-03,2023-04-17
sz.002817,2022-04-07,2022-05-24
sh.688229,2024-10-08,2024-11-19
sh.600280,2023-04-24,2023-06-08
sz.300417,2021-03-18,2021-04-30
sh.688633,2024-01-23,2024-03-13
sh.603985,2022-08-17,2022-09-29
sz.000631,2024-01-25,2024-03-15
sh.600883,2024-01-29,2024-03-19
sz.300355,2022-04-13,2022-05-30
sz.301518,2024-01-30,2024-03-20
sh.688066,2021-12-30,2022-02-18
sz.002190,2022-12-30,2023-02-20
sz.300792,2021-06-01,2021-07-14
sh.688701,2024-01-29,2024-03-19
sh.603002,2021-09-16,2021-11-08
sz.300170,2024-01-18,2024-03-08
sz.002747,2022-03-29,2022-05-17
sz.000537,2022-03-29,2022-05-17
sz.002296,2024-01-22,2024-03-12
sh.688600,2021-09-13,2021-11-03
sh.688251,2022-08-18,2022-09-30
sz.002768,2021-01-25,2021-03-15
sz.301071,2023-03-09,2023-04-21
sh.603489,2024-01-09,2024-02-28
sz.300438,2021-12-13,2022-01-25
sz.301273,2024-01-29,2024-03-19
sh.688517,2022-03-28,2022-05-16
sz.002605,2023-06-28,2023-08-09
sh.603038,2024-04-02,2024-05-21
sh.688021,2022-12-08,2023-01-20
sz.301065,2022-01-21,2022-03-11
sh.603489,2021-10-18,2021-11-29
sh.688519,2024-07-12,2024-08-23
sz.300925,2021-07-15,2021-08-26
sh.605018,2021-02-09,2021-03-30
sz.300190,2022-04-14,2022-05-31
sz.301073,2023-09-20,2023-11-09
sh.603861,2023-12-06,2024-01-18
sz.300321,2024-01-29,2024-03-19
sz.300150,2022-04-14,2022-05-31
sz.300521,2024-01-17,2024-03-07
sh.603938,2022-04-07,2022-05-24
sz.001266,2022-03-03,2022-04-18
sh.600201,2022-02-22,2022-04-07
sz.300634,2024-08-01,2024-09-12
sz.300505,2023-04-17,2023-06-01
sz.300500,2024-01-23,2024-03-13
sh.600663,2021-07-16,2021-08-27
sh.600801,2024-08-08,2024-09-23
sz.300242,2024-01-18,2024-03-08
sz.300757,2023-12-21,2024-02-02
sz.000880,2024-08-07,2024-09-20
